state_id,region_id,year,device_model_id,quantity
13,1309300000,2024,19,24
13,1309700000,2024,19,343
13,1310300000,2024,19,206
13,1310500000,2024,19,60
13,1310700000,2024,19,59
13,1311100000,2024,19,69
13,1311700000,2024,19,450
13,1311900000,2024,19,78
13,1312100000,2024,19,3698
13,1312300000,2024,19,79
13,1312500000,2024,19,10
13,1312900000,2024,19,131
13,1313100000,2024,19,57
13,1313300000,2024,19,66
13,1313700000,2024,19,123
13,1314300000,2024,19,71
13,1314700000,2024,19,98
13,1314900000,2024,19,39
13,1315100000,2024,19,516
13,1315300000,2024,19,428
13,1315500000,2024,19,67
13,1315700000,2024,19,165
13,1315900000,2024,19,47
13,1316100000,2024,19,37
13,1316500000,2024,19,16
13,1316700000,2024,19,26
13,1316900000,2024,19,58
13,1317100000,2024,19,54
13,1317300000,2024,19,20
13,1317500000,2024,19,7
13,1317700000,2024,19,93
13,1317900000,2024,19,84
13,1318100000,2024,19,43
13,1318300000,2024,19,51
13,1318500000,2024,19,370
13,1318900000,2024,19,81
13,1319100000,2024,19,44
13,1319300000,2024,19,18
13,1319500000,2024,19,88
13,1319900000,2024,19,75
13,1320100000,2024,19,22
13,1320500000,2024,19,45
13,1320700000,2024,19,73
13,1320900000,2024,19,27
13,1321100000,2024,19,59
13,1321300000,2024,19,92
13,1321700000,2024,19,280
13,1321900000,2024,19,100
13,1322100000,2024,19,60
13,1322300000,2024,19,375
13,1322500000,2024,19,41
13,1322700000,2024,19,76
13,1322900000,2024,19,34
13,1323100000,2024,19,63
13,1323500000,2024,19,16
13,1323700000,2024,19,77
13,1323900000,2024,19,10
13,1324100000,2024,19,32
13,1324300000,2024,19,36
13,1324500000,2024,19,585
13,1324700000,2024,19,189
13,1324900000,2024,19,6
13,1325100000,2024,19,42
13,1325300000,2024,19,28
13,1325700000,2024,19,128
13,1326100000,2024,19,50
13,1326300000,2024,19,22
13,1326700000,2024,19,41
13,1326900000,2024,19,21
13,1327300000,2024,19,32
13,1327700000,2024,19,57
13,1328300000,2024,19,19
13,1328700000,2024,19,34
13,1328900000,2024,19,27
13,1329100000,2024,19,92
13,1329300000,2024,19,58
13,1329500000,2024,19,168
13,1329700000,2024,19,152
13,1329900000,2024,19,72
13,1330100000,2024,19,16
13,1330300000,2024,19,47
13,1330500000,2024,19,71
13,1330700000,2024,19,8
13,1330900000,2024,19,18
13,1331100000,2024,19,107
13,1331300000,2024,19,230
