STATE_FIPS,COUNTY_FIPS,CenterX,CenterY
40,105,-95.61737800990225,36.79836170416016
13,125,-82.6107385307924,33.229282586076394
13,313,-84.96729730828395,34.80553672130919
13,255,-84.28416910838378,33.26089693325985
18,121,-87.20633440813899,39.77353050651266
13,035,-83.95718916445992,33.28784635679383
48,035,-97.63421386206774,31.900323729127624
13,187,-84.00268117491146,34.57216982237694
48,175,-97.42651960433633,28.65707988272536
48,393,-100.81345292458185,35.83841073629133
36,051,-77.77553733366258,42.727841292164285
48,059,-99.3734982965055,32.29760134050105
48,379,-95.79334247750498,32.870337268707004
48,343,-94.73263318508822,33.11335097281818
26,121,-86.53510467322997,43.29023980761646
48,281,-98.24141475795494,31.196240824755225
36,025,-74.96684691359752,42.197979741373125
48,459,-94.94154185940447,32.73625175115611
40,061,-95.11675177348492,35.22479871895866
18,183,-85.50513408082469,41.139326843676926
13,083,-85.50455184850175,34.854442886547425
18,041,-85.17869538425467,39.64001848027584
13,153,-83.66631085373533,32.458930281511826
26,041,-86.87040097062095,45.791044330484134
13,191,-81.37552787092339,31.483801274532382
13,207,-83.9187114133573,33.013843847404075
48,483,-100.26965483885746,35.4012008610735
13,117,-84.12509993849778,34.22551243011132
48,409,-97.51814882655344,28.008902647032556
26,073,-84.84680173101943,43.64050741961671
48,341,-101.89293153885652,35.8376060879168
18,001,-84.93666014709531,40.74553693785279
40,051,-97.88409637326674,35.01657465385726
13,127,-81.49362862885195,31.213305228556518
48,479,-99.33072071079357,27.761082231829057
18,175,-86.10533620632536,38.599922962014254
48,031,-98.39989087364057,30.266265930387345
18,009,-85.32482632168086,40.47358318064616
18,063,-86.50998989085534,39.76945082497187
48,351,-93.7449682446896,30.785736879655236
48,219,-102.34319308082696,33.607578278402634
13,009,-83.24957508627567,33.06927958666924
40,119,-96.97561696669787,36.07737668232816
18,093,-86.48346486288922,38.84111923620493
40,025,-102.51772826247398,36.7483817758032
48,365,-94.30569665044469,32.16234747325551
48,001,-95.65236333307796,31.813273849411676
13,111,-84.31968525552819,34.86411976396389
48,061,-97.45295591083251,26.151438532224077
48,339,-95.50281003303964,30.300236007282212
48,299,-98.68407670923094,30.705728935936992
48,319,-99.22612448735302,30.71767658610308
36,071,-74.3056006986388,41.402172013585954
36,093,-74.05863495101985,42.8181279566735
36,005,-73.85307877230935,40.84921112761331
48,441,-99.89013141062401,32.301416281549095
48,205,-102.60287733033049,35.84011745324046
48,249,-98.09008467373309,27.731000236922075
48,505,-99.16849020951983,27.000638397526775
13,177,-84.14116591844297,31.77947973920869
48,453,-97.78181106483655,30.334407133794944
40,047,-97.78272992333672,36.37902299694081
26,091,-84.06638646937088,41.89503181537112
13,123,-84.45561917764114,34.69116496605787
48,227,-101.4355204996507,32.30611282336843
