STATE_FIPS,COUNTY_FIPS,CenterX,CenterY
36,077,-75.03293742349851,42.633618821764095
48,333,-98.59540627600235,31.495191827890107
48,359,-102.60288770668741,35.40512338554777
13,291,-83.99071632711961,34.83398707883314
48,403,-93.85177701845733,31.3431257518121
18,017,-86.34584956506355,40.761416161411184
18,015,-86.56342834773702,40.58280639937739
36,109,-76.47368621895308,42.45193255217705
48,223,-95.56401545095669,33.14954512530075
36,001,-73.97373201159778,42.600105845050855
48,225,-95.4229165291218,31.317670827866397
18,107,-86.89330282157331,40.04028903619372
48,029,-98.51996419173278,29.44888368672421
40,097,-95.23079238136734,36.30181965206682
40,029,-96.29784303757597,34.58815776123272
48,461,-102.04303023959055,31.368588451331515
18,051,-87.58460378151878,38.31190317421258
26,085,-85.80164760007911,43.98996721607112
26,139,-86.42195655278321,42.948918643791906
48,143,-98.21787453903366,32.23614247019187
13,137,-83.53113576457216,34.630976031702126
13,319,-83.17121386414551,32.80236856651067
26,015,-85.30897198381679,42.594939137977704
48,381,-101.89695674934724,34.965786098384264
48,401,-94.76184903936381,32.10750910726769
13,199,-84.68830223801156,33.04046896021442
48,099,-97.79925536068914,31.390857242645744
13,053,-84.78709457283438,32.34696324565764
26,009,-85.17571664472044,45.00734910985739
26,075,-84.42344341491935,42.248438926177876
48,091,-98.2782332447689,29.808194669214302
48,007,-96.99153377410845,28.084658498379703
13,019,-83.22958318124552,31.27598771335638
18,165,-87.46395166545396,39.85350273190937
26,143,-84.61160040750563,44.33550838317264
26,095,-85.56392518633567,46.71265840603189
40,019,-97.28566963291348,34.25087984664624
48,237,-98.17245818394107,33.233373598461206
40,055,-99.56072804583674,34.93569963014982
48,211,-100.27048154412181,35.83748816996813
40,033,-98.37229690702617,34.29020716584583
36,011,-76.57377243499731,43.008948212937895
48,417,-99.35407513295624,32.73590980975418
48,407,-95.16678363346647,30.579449970655492
13,113,-84.49426279141954,33.41388375197979
13,141,-83.00074699445582,33.2703977667931
48,259,-98.71157159343436,29.944662610162027
36,039,-74.12287375109912,42.27654672394643
40,089,-94.77131875473495,34.11492961631627
13,277,-83.5265915578474,31.45742293221554
36,043,-74.96227762566853,43.417173589634785
26,053,-89.79360186312013,46.495145208863875
48,481,-96.22222067821897,29.2778117102652
48,153,-101.30324408716297,34.07231835757909
13,143,-85.21104615785544,33.794229789121694
18,065,-85.39645330108216,39.930992437078686
26,021,-86.68550475085144,41.995757888300915
26,119,-84.12721958780271,45.027445146407075
26,135,-84.12977742311135,44.68165719186949
48,255,-97.85947982957902,28.90569212804504
48,257,-96.2877872238136,32.59920324895913
26,129,-84.12641842756813,44.33484325673845
48,131,-98.50884234914977,27.681100568808294
48,251,-97.36658620924362,32.37900244135696
13,061,-84.98002292593611,31.626244153468384
48,159,-95.21843904323316,33.17542180568987
36,113,-73.84605174466331,43.56078716840725
40,005,-96.03807540637422,34.37357513081427
13,015,-84.84036765710168,34.237626842338415
40,111,-95.96425942338578,35.64648609395556
18,049,-86.26361305956989,41.04695524443868
40,147,-95.90438446732894,36.714902478976285
48,137,-100.3049885600073,29.982568774732332
48,473,-95.98763754774836,30.010643270510325
13,139,-83.8197796583129,34.31681301257463
13,283,-82.56731339105224,32.40389626548538
13,037,-84.62450143557398,31.529225436261616
48,323,-100.31421229161424,28.742234023342043
13,099,-84.90372233063992,31.32280953830321
48,273,-97.66840379083908,27.42694055654695
18,127,-87.07330761036837,41.5085414633481
48,165,-102.63518025438145,32.7408421828161
48,317,-101.95122972949453,32.305976017919036
48,037,-94.42322866562259,33.44582775228489
36,045,-76.05308105831625,43.99856369688059
36,019,-73.67820399626228,44.745907659971415
13,043,-82.07367727890465,32.40342647249698
13,215,-84.87704044142883,32.50996930543046
48,003,-102.63782411641174,32.30515154887846
48,375,-101.89401578846764,35.40119893574611
40,133,-96.6155594457118,35.167282642572474
48,169,-101.29843793972941,33.179815824147624
48,055,-97.61987333040076,29.836840359177394
18,055,-86.96204690430424,39.036358409321096
18,139,-85.46576339662411,39.61985894650248
36,059,-73.58559464757339,40.731959608824646
18,163,-87.58585496717313,38.02476413055812
48,369,-102.78454832314169,34.53003868824835
40,151,-98.8647007482443,36.76682487354072
13,081,-83.76808820789405,31.92293444893625
48,449,-94.96566284579309,33.21654016746283
26,065,-84.37354057891935,42.597006539490934
36,053,-75.66936900850574,42.91265414704562
36,115,-73.43076648942761,43.31296310243575
18,081,-86.10164640429049,39.48990656034852
48,445,-102.33520640919788,33.17375523913659
48,155,-99.77783778800837,33.97463639572192
48,385,-99.82215293697597,29.831670568274642
48,065,-101.3541919900739,35.403424168339306
13,261,-84.19704394943173,32.039987533962304
26,087,-83.22180749318252,43.08997678336387
26,079,-85.09026009422038,44.6845753643203
40,057,-99.84615277555547,34.74395823714876
13,059,-83.36730976115953,33.95117598637703
48,275,-99.74139643946216,33.60607558867045
40,071,-97.14408826584432,36.81801299774966
13,077,-84.76335763381692,33.35336247843289
18,119,-86.83773967653083,39.31275701464719
36,119,-73.75346573222886,41.15132227342847
13,023,-83.3278895830312,32.43443191541485
13,033,-82.00082965238941,33.061193789294734
13,197,-84.5245817277992,32.353423689739806
13,159,-83.6881059715529,33.31637692812089
48,209,-98.03104097956195,30.05784186306797
48,325,-99.1101330542098,29.35564592925466
26,105,-86.54511661112079,43.996209842596585
18,023,-86.47514783807534,40.30168576747805
48,345,-100.77984005233142,34.073989912728294
48,485,-98.70350808054448,33.98801155729931
26,155,-84.14673696973087,42.9536289534574
18,059,-85.77327723073405,39.82352733824403
48,329,-102.03161800410342,31.869108527763284
48,469,-96.97152590595798,28.796283859362365
26,147,-82.66426416700209,42.93074595107822
40,011,-98.43354841736203,35.874958037519576
18,135,-85.01131822757696,40.15758908721362
13,151,-84.15417745911958,33.45297542055012
26,093,-83.91152217397106,42.602823113528814
40,123,-96.68438511996357,34.7279928209913
40,037,-96.37089789161573,35.90245152071863
48,457,-94.3764404063557,30.77113175982233
40,125,-96.94843235360563,35.20642848773015
13,003,-82.87995477021661,31.297142396408116
48,145,-96.93595777445357,31.253255211207918
40,075,-98.98089679419212,34.916324446811586
48,377,-104.23960892710781,29.999231077352512
48,489,-97.59167321229586,26.477141886250536
13,263,-84.53303490846793,32.69945827513399
36,049,-75.44890041130331,43.7846607342512
18,077,-85.43866215668115,38.78575682766696
18,167,-87.3900249308987,39.430528491674615
18,039,-85.85875598731405,41.597307534034684
48,303,-101.82055359738322,33.610141163693356
13,085,-84.17054003789599,34.44428116208472
13,167,-82.66005212147816,32.70148517849948
26,157,-83.43983183601834,43.49112662732479
18,043,-85.90702552130337,38.3187244207782
13,303,-82.79587202969547,32.96950389250619
48,213,-95.85353649835906,32.212057228299784
48,471,-95.5722808881126,30.73899664994548
26,127,-86.58177955377884,43.64482483284555
48,167,-94.86291210671327,29.380057854329543
48,201,-95.39202880456776,29.85738264710272
48,115,-101.94769211661361,32.74246682632148
36,069,-77.30002723460075,42.85277139506023
13,091,-83.16838147891785,32.172080267498465
36,023,-76.07025683814327,42.59487491208486
13,039,-81.63627861973045,30.922505702749504
26,161,-83.83879026759399,42.253181209411395
18,087,-85.42650291096177,41.642611311836006
48,371,-102.72340170293361,30.78107785124855
13,225,-83.82690862100614,32.568787970292036
13,311,-83.74711818431578,34.646341132831296
13,163,-82.41818500429795,33.05469898676341
48,347,-94.61561370941057,31.615915660046873
48,187,-97.94865354959416,29.58304652907947
48,439,-97.29113256850358,32.77185257856202
48,239,-96.57748510438361,28.95418628826619
40,085,-97.24408219708975,33.9499153239547
13,289,-83.42707016764929,32.66713833139492
48,437,-101.73503470207741,34.530312880339146
40,103,-97.23056373455715,36.388501972076995
13,095,-84.21626028617636,31.53342742528563
18,061,-86.11134820615453,38.19491159709766
13,047,-85.13826393084243,34.90365188017498
36,085,-74.13841662550408,40.56187017022556
48,431,-101.05004421212665,31.827733215204532
48,495,-103.04824320609835,31.85001878162834
18,083,-87.41826243711294,38.68897731194476
48,163,-99.10827404185979,28.867830241065754
26,059,-84.59293082181772,41.887662852181755
13,097,-84.76804451748737,33.701820486452995
13,211,-83.49235975959098,33.5907913195234
40,149,-98.99222383016223,35.29044912015057
18,131,-86.69878344391287,41.04182313791323
26,019,-86.3006667364276,44.64479654022447
36,029,-78.77989908848215,42.75792640654762
13,031,-81.74301375840645,32.39675559274117
13,309,-82.72454310449109,32.117018786513555
48,295,-100.27312400848952,36.277625708053776
18,013,-86.2273743997938,39.19614590887888
18,019,-85.70721828166376,38.47721748305749
48,087,-100.27007457471649,34.964811711362216
48,089,-96.52625373220185,29.620745995501327
13,109,-81.88684524361756,32.15675246662626
48,497,-97.65447286172834,33.21583961448186
13,307,-84.55108294731382,32.04681846470386
13,169,-83.56048867912179,33.02511209457538
13,135,-84.02364867309865,33.96168139068058
36,079,-73.74956199693523,41.42675152484953
40,065,-99.41495825214672,34.587951519108834
48,173,-101.52081173027112,31.869410442989675
40,093,-98.53594065531257,36.3118327624839
48,419,-94.1448754896486,31.792444451486393
48,093,-98.55809464302494,31.94793490390788
48,053,-98.18244913553953,30.788239911074164
48,179,-100.81256664952895,35.40108862069881
48,229,-105.3857320562814,31.45547157241636
48,067,-94.34363015926316,33.07754119396604
26,057,-84.60490836439536,43.29263926936808
13,321,-83.85077943343222,31.551373040167764
18,109,-86.4462265385995,39.48151817681571
48,139,-96.79470322661507,32.34843063062928
13,229,-82.21274563258396,31.35875605444941
18,053,-85.65472993967222,40.51581579233294
13,231,-84.38924982231309,33.09226162536097
13,259,-84.83521151244085,32.078455074797745
40,041,-94.80258953108489,36.408036150318345
13,285,-85.02836084100682,33.033469220479574
18,141,-86.28987770894103,41.61668039968129
13,257,-83.29318705035726,34.554074209376864
48,097,-97.2126348191564,33.63913911181293
18,149,-86.64775427205149,41.28090674198188
48,491,-97.60021300136728,30.647616303436724
13,107,-82.30175741816741,32.589675497544256
26,165,-85.57842039011483,44.33826856927486
48,079,-102.82843957452242,33.60405071158321
13,071,-83.76887030156695,31.188413018257425
40,039,-99.00155469412019,35.63891921909697
13,245,-82.07355465502364,33.35963569161527
40,045,-99.7544058134313,36.217986509630556
48,467,-95.8363998629155,32.563651149777584
48,129,-100.81400328915511,34.96534944226305
18,045,-87.24206978596692,40.12075754860974
13,011,-83.49717613191045,34.354308741063576
13,305,-81.91664978425942,31.551411855521703
40,109,-97.40723933401792,35.551496211396405
40,069,-96.66055784753945,34.31648852741826
36,057,-74.43964683587046,42.902357194130026
40,031,-98.4717217081681,34.66214623408852
48,253,-99.87874973900217,32.73985059068154
48,185,-95.98544916862065,30.543248312593096
26,049,-83.70679299678227,43.02156482446085
40,127,-95.37611628291042,34.41613923409843
26,141,-83.5270920810961,45.44961825774828
40,027,-97.32628526713819,35.20296064457158
36,105,-74.76804230962354,41.71622862579341
18,159,-86.0518668675898,40.31135731040359
40,145,-95.52115017771395,35.96109110687736
48,235,-100.98243020446796,31.303901023902306
18,025,-86.45166364495762,38.29237634801283
13,101,-82.89384996060369,30.710153147942012
26,025,-85.00558204749741,42.246491107323024
40,009,-99.68212969080432,35.268714420471305
13,179,-81.45577275205592,31.807246923172677
48,349,-96.47261628529094,32.0469694309744
48,047,-98.21868099174196,27.031523017106213
13,247,-84.02665932887018,33.65421940690083
40,049,-97.30937468498836,34.704641472606625
36,073,-78.23044729700685,43.3820049708974
13,105,-82.84000972359722,34.116792858217345
48,111,-102.60219461228124,36.277960682282334
40,035,-95.2084405466297,36.76161282645365
26,137,-84.59904538062864,45.021341052083955
40,021,-94.99968200400883,35.90649347695662
48,231,-96.08554417411831,33.12342377617909
48,335,-100.92124092667613,32.306154360448915
48,499,-95.38199910158473,32.786382811823685
40,113,-96.39826967138727,36.62891396562467
26,107,-85.32463450596197,43.64067471834497
48,075,-100.20758198246673,34.52909282324645
48,243,-104.13996610313953,30.71575941936584
40,141,-98.92409901196523,34.37281164029777
18,155,-85.03703888865084,38.82614310678111
18,035,-85.39690081539925,40.22746286047543
13,315,-83.43232238485733,31.97288826902206
13,281,-83.73727567206295,34.91671324943878
13,093,-83.79877818228924,32.15718559742107
48,337,-97.72470453467687,33.67550102877101
48,049,-98.99979862075725,31.7740912096404
48,207,-99.73030596504103,33.178165628610934
40,083,-97.44319290423218,35.91925240165928
36,065,-75.43584020523123,43.24146817176189
40,121,-95.74859398412168,34.923664028464295
36,009,-78.67887159422578,42.24850760699521
48,151,-100.40217690343738,32.74275913673796
13,235,-83.47593838288194,32.23228129877443
48,095,-99.86394131915958,31.326413122479675
48,081,-100.52991580550486,31.88854069920102
26,063,-82.85563584947975,43.91035671729791
26,069,-83.0853665101547,44.33775839554007
13,069,-82.84916556386091,31.54925253488405
13,299,-82.42326473185298,31.053162072250924
48,373,-94.82996517654075,30.79257956800663
26,067,-85.07460762643036,42.94500319766224
26,081,-85.5492946103385,43.03184863921043
13,001,-82.28892625144181,31.749227212509
48,101,-100.27877333264269,34.077525715324946
48,503,-98.68777304935817,33.176634472746336
36,123,-77.10535710380124,42.63341998095171
36,107,-76.30636424160134,42.170190360533184
48,287,-96.96561395341298,30.310644515761876
13,121,-84.46764883144847,33.78993069768351
48,073,-95.16494853462777,31.83671584389981
48,191,-100.68113887034895,34.5307084535801
48,221,-97.83228311047299,32.42993665756901
48,009,-98.68768226794926,33.61523020408337
48,023,-99.21352193690167,33.616424042858604
48,405,-94.16817560529483,31.39406625631816
13,249,-84.31470472369276,32.261664689286846
48,313,-95.92848983836015,30.96560710035055
13,029,-81.44212147686824,32.01317118570325
36,055,-77.68012096968724,43.308683596510164
13,065,-82.70594051843088,30.91484132652059
13,185,-83.26771104827445,30.833800895319442
26,099,-82.91016787770667,42.67257814951304
13,287,-83.62411644697198,31.716386674934316
48,331,-96.97695547949311,30.786253912571528
18,147,-87.00796380264032,38.01394280238443
48,389,-103.69270849373493,31.322817802909643
18,085,-85.86074173237047,41.24396300881675
13,243,-84.75419041045079,31.76260603299779
48,355,-97.51624928709263,27.735270268631105
48,063,-94.97846316063398,32.973252586471304
40,067,-97.83576851124198,34.11097949316004
48,161,-96.14905792752562,31.70484564201987
48,399,-99.9762400658839,31.830995348138906
48,443,-102.07668167995455,30.224705128039254
13,161,-82.63703722365575,31.805590670580678
26,043,-87.87027574384663,46.008933553715636
48,117,-102.60493581360215,34.9661130467043
18,011,-86.46871888459995,40.05080628243561
48,315,-94.35721166788608,32.79810844194775
36,095,-74.44208403652542,42.588060305498054
40,117,-96.69892829461286,36.316899756127995
36,007,-75.81931352684269,42.160183180128676
48,291,-94.81199410538171,30.151515969220384
48,241,-94.0249259240151,30.743412480492935
13,213,-84.74815675279565,34.78834039793129
18,075,-85.00565217264749,40.43789506627753
26,117,-85.15231696416764,43.310923563203644
36,083,-73.50986493969488,42.7108340978211
13,017,-83.22040134610096,31.759828884738855
13,173,-83.06264808082425,31.037865281128084
48,195,-101.35454810024261,36.27736006766726
48,071,-94.67144473558817,29.708327421482352
13,239,-85.01879231515798,31.867323812119185
48,199,-94.3902473810959,30.332381249602452
40,107,-96.32261525662541,35.46544731174874
26,145,-84.05328885489865,43.334966984003124
48,085,-96.57241513870002,33.187955892406336
48,039,-95.43437055769444,29.167733892526737
48,447,-99.21237509939269,33.177423997941084
13,221,-83.08075815497261,33.88062123130476
26,017,-83.94166729592527,43.72118500516003
48,021,-97.31205479043015,30.103537030735954
13,155,-83.2763232148221,31.60231201654987
26,011,-83.74731929340571,44.04297701127577
26,047,-84.98129985940196,45.587202659706335
36,099,-76.82365589926603,42.78078639162331
13,269,-84.25049545916184,32.55543272574857
48,415,-100.91641440889295,32.74625384873341
40,087,-97.44397848000834,35.009321908576695
40,079,-94.70350679941622,34.899816065566675
13,209,-82.53482533580957,32.17327901439558
13,133,-83.16661306441408,33.57874079153405
48,135,-102.54275813893548,31.869120862744758
48,293,-96.58035358700315,31.545370534778016
48,121,-97.11682154970757,33.205485375853065
48,387,-95.05022760034366,33.62056785388332
48,321,-96.00427163003025,28.785582791056818
13,301,-82.67671780099057,33.40893957144417
48,197,-99.74552369603074,34.290253118701024
13,165,-81.96356724855052,32.792437159154915
48,363,-98.31306387802593,32.75308375773815
13,149,-85.12826739124245,33.29700779015553
13,295,-85.30094140343584,34.735594806721714
40,007,-100.4768543992383,36.749762864112284
48,297,-98.12469528386552,28.35117787074132
40,043,-99.00792487248088,35.98773002890323
48,421,-101.89347534301218,36.27757247584122
48,463,-99.76221996240932,29.35732730352164
48,017,-102.8299242493802,34.068381154318566
36,081,-73.84086909806628,40.6545761329266
26,031,-84.49203323148258,45.47255356998384
26,051,-84.38826205543853,43.990572930882806
13,051,-81.09383626786354,31.973897074288626
36,037,-78.19372209603318,43.000938812160534
48,109,-104.51779328676245,31.446284960665903
48,013,-98.52697813648719,28.89348849100125
13,241,-83.40215892440303,34.88174100547525
36,117,-77.04818270979563,43.32500616854283
36,063,-78.77091251612947,43.335857279100075
13,219,-83.43697865401761,33.83493678996719
48,493,-98.0867092484981,29.173999226915015
18,153,-87.41465980172481,39.088745803789365
13,027,-83.58020259057605,30.841897104880488
13,271,-82.9390259442452,31.92981105797028
26,115,-83.49438364561559,41.92134050081077
18,181,-86.86562663909396,40.74970909407807
18,113,-85.41745358808674,41.3985897704124
13,201,-84.73073195900697,31.164024834363182
18,021,-87.11581062279906,39.392562634856645
36,047,-73.95022997513412,40.6343599069542
18,079,-85.62814261837488,38.996869347525944
26,077,-85.5311871390364,42.24536674669721
18,027,-87.07209987642923,38.7022963581489
26,055,-85.55233835043576,44.715947334576455
36,015,-76.76001351831503,42.1412137025177
36,121,-78.22447172875138,42.70230887464901
13,175,-82.92223328978592,32.46355652126819
36,061,-73.97004413921852,40.77399330062453
36,021,-73.63206362759705,42.24982208765566
40,023,-95.55219151577884,34.02677546289762
48,427,-98.73847137936721,26.562209996975533
13,103,-81.34128014318806,32.36723019112791
40,129,-99.69581424036494,35.688254841817205
26,039,-84.61033987362445,44.683509244475346
13,195,-83.20901713914733,34.12778016685599
36,013,-79.40584202132764,42.30258247201678
13,067,-84.57669387544499,33.94144180852999
40,013,-96.25982926326171,33.96226822785971
48,113,-96.77780247171707,32.76651718022305
18,033,-84.99909349235958,41.397548687181555
48,267,-99.74859631944562,30.486868912613286
26,097,-85.00849135249902,45.99957685459319
48,307,-99.34748524568273,31.198766398565446
48,105,-101.4117034137942,30.72284974792285
48,217,-97.13220876209247,31.99067717762779
48,263,-100.77757707798413,33.181355603181295
48,141,-106.23452519712659,31.768510242855623
48,301,-103.5797926097726,31.849218088122893
40,077,-95.25047662554765,34.87600539416563
26,111,-84.38813961304346,43.64675166294294
36,033,-74.30372374126387,44.591990133728956
18,067,-86.11693897196155,40.48364453776813
18,125,-87.23209878875701,38.398729088285435
26,045,-84.83831659759879,42.59598227498286
26,027,-85.993465362762,41.91534962639374
18,029,-84.97333818231469,39.14509836191761
18,071,-86.03751792015342,38.9064111571754
48,125,-100.77886948804807,33.61654640781026
48,283,-99.09968557586774,28.344973966020536
36,067,-76.19450869983339,43.00564150601775
48,279,-102.35171699612711,34.06851109201599
48,015,-96.27768386239023,29.88698318251235
13,253,-84.8688595341854,30.938732230317164
26,101,-86.36414086201724,44.343017659309304
48,233,-101.35470880970455,35.839947886807664
40,139,-101.49012340571633,36.74805418344089
40,153,-99.26518484725568,36.42255136734555
48,465,-101.15111707332895,29.89281441732065
40,137,-97.8515362382934,34.48556158253571
36,017,-75.61160946443341,42.493230648886865
26,113,-85.09468184201765,44.337222198508876
48,423,-95.26902232463466,32.37497335390824
40,143,-95.94148366104089,36.12089754739723
40,091,-95.6670110949227,35.37365372792437
48,395,-96.51296640369475,31.02690856683152
48,171,-98.94648900777713,30.318155976915758
26,125,-83.38582319848932,42.66025084436565
13,237,-83.37286942276224,33.32175257547836
48,269,-100.25585575618305,33.616409764860876
48,451,-100.46182936710393,31.40432285886433
48,501,-102.82780869556957,33.17289877360229
48,425,-97.77446119874458,32.222261679367364
48,261,-97.63645004804056,26.92794281993903
48,033,-101.43175731154012,32.74363430203901
48,411,-98.81739189031228,31.15512954068677
40,073,-97.94211430219057,35.945300439160015
48,051,-96.62139998246877,30.492507058949972
36,035,-74.42212861151586,43.11388805063402
48,025,-97.74092468606928,28.417345263701137
13,007,-84.44473887976686,31.32618694273958
13,275,-83.91927813991559,30.863619336151373
13,057,-84.47624224659768,34.24391695712891
26,133,-85.32529078100312,43.9897279524514
18,101,-86.803089145052,38.707867772398735
13,055,-85.3453497278478,34.474999868366616
13,087,-84.57911912149737,30.87830371091233
18,177,-85.00988723768188,39.86437961424443
26,023,-85.05904860693354,41.9160665292324
40,053,-97.78613174929838,36.796123330988515
48,455,-95.13575365832588,31.088781710678987
13,205,-84.19443088492969,31.22530957401007
48,069,-102.26167989191657,34.529887355401286
26,005,-86.29176921079012,42.594231794986506
18,145,-85.79170535701749,39.523588684199794
26,083,-88.25036911296999,47.71533631911182
18,105,-86.52311479003667,39.16081452647846
48,043,-103.25170023012755,29.811134202199092
18,103,-86.04497989389264,40.76928317068596
13,217,-83.85019482474404,33.55502676441575
26,061,-88.65273953578358,46.99043455560688
18,095,-85.71935137290997,40.16145916902219
40,099,-97.0679565686835,34.482327686159806
13,131,-84.23441146177684,30.874592271178617
18,133,-86.84499516082637,39.66612245738452
18,097,-86.13848570658446,39.78166084269983
13,021,-83.69740548542946,32.806502846354114
48,183,-94.8169674614597,32.480457974625594
36,087,-74.02418746404152,41.15250623552029
48,475,-103.10230777990894,31.509601235232697
48,487,-99.24091377908216,34.08057036833724
48,193,-98.11089029011045,31.704752897880923
13,005,-82.45264298433918,31.553679751428202
13,157,-83.56634318776747,34.13388564104593
26,029,-85.37186819945026,45.50182782467557
13,267,-82.05807412250265,32.045637112344835
48,429,-98.83618083614334,32.73580376971556
13,317,-82.74320145719176,33.781907757299244
48,285,-96.93006908833587,29.3843197589266
